biodegradation_time_days,biodegradation_percentage,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,biodegradation_condition,degradation_mechanism,additives,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes
27.0,45.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
30.0,48.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
33.0,51.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
38.0,54.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
43.0,58.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
49.0,60.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
54.0,64.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
59.0,66.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
66.0,69.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
71.0,75.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
74.0,77.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
80.0,79.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
90.0,82.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
100.0,85.0,2,2,55.44,7.56,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,7.0,reinforcement,30.0,not_applicable,0.0,sheets,bacteria_dominated
7.0,5.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
6.0,5.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
9.0,5.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
13.0,5.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
14.0,5.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
17.0,4.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
20.0,3.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
23.0,4.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
28.0,6.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
30.0,9.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
34.0,14.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
38.0,16.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
43.0,21.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
48.0,26.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
55.0,28.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
60.0,31.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
65.0,38.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
70.0,41.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
74.0,47.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
79.0,53.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
90.0,58.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
100.0,63.0,2,3,79.2,10.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,58.0,compost_organic_fertilizer,plasticizer,10.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
5.0,4.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
7.0,11.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
12.0,21.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
15.0,34.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
19.0,50.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
25.0,66.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
32.0,84.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
36.0,90.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
42.0,93.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
55.0,96.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
62.0,95.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
73.0,96.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
79.0,97.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
49.0,96.0,3,1,98.0,2.0,aerobic,enzyme_mediated_microbial_biodegradation,no,28.0,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,matrix_composites,fungi_dominated
5.0,9.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
8.0,18.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
12.0,25.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
16.0,40.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
20.0,55.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
25.0,73.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
33.0,89.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
36.0,93.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
43.0,95.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
50.0,94.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
54.0,96.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
62.0,96.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
72.0,97.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
79.0,99.0,3,2,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
4.0,7.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
7.0,15.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
12.0,28.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
15.0,42.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
19.0,55.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
25.0,71.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
32.0,92.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
36.0,96.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
42.0,99.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
49.0,99.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
55.0,99.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
62.0,99.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
72.0,99.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
79.0,100.0,3,3,78.4,1.6,aerobic,enzyme_mediated_microbial_biodegradation,yes,28.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,particles,fungi_dominated
4.0,2.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
8.0,2.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
13.0,2.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
18.0,2.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
22.0,3.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
26.0,3.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
31.0,3.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
37.0,4.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
43.0,4.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
48.0,5.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
54.0,5.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
58.0,5.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
62.0,6.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
68.0,7.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
71.0,7.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
75.0,7.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
81.0,8.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
84.0,8.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
90.0,9.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
97.0,10.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
104.0,10.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
111.0,11.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
119.0,11.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
125.0,12.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
133.0,12.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
141.0,14.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
147.0,16.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
154.0,16.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
161.0,18.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
168.0,19.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
176.0,19.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
182.0,22.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
200.0,23.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
216.0,29.0,4,1,63.2,3.3,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,pellets,bacteria_dominated
7.0,1.0,4,2,72.2,3.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,4.0,reinforcement,10.0,pellets,bacteria_dominated
11.0,2.0,4,2,72.2,3.8,aerobic,enzyme_mediated_microbial_biodegradation,yes,25.0,marine_aquatic,plasticizer,10.0,filler,4.0,reinforcement,10.0,pellets,bacteria_dominated
